dbo:Place;;;what is the abbreviation of <A>;select ?x where { <A> <http://dbpedia.org/ontology/abbreviation> ?x };select ?a where { ?a <http://dbpedia.org/ontology/abbreviation> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the has abstract of <A>;select ?x where { <A> <http://dbpedia.org/ontology/abstract> ?x };select ?a where { ?a <http://dbpedia.org/ontology/abstract> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;when is the end of active years of <A>;select ?x where { <A> <http://dbpedia.org/ontology/activeYearsEndDate> ?x };select ?a where { ?a <http://dbpedia.org/ontology/activeYearsEndDate> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the end year of active years of <A>;select ?x where { <A> <http://dbpedia.org/ontology/activeYearsEndYear> ?x };select ?a where { ?a <http://dbpedia.org/ontology/activeYearsEndYear> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;when is the start of active years of <A>;select ?x where { <A> <http://dbpedia.org/ontology/activeYearsStartDate> ?x };select ?a where { ?a <http://dbpedia.org/ontology/activeYearsStartDate> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;when is the start year of active years of <A>;select ?x where { <A> <http://dbpedia.org/ontology/activeYearsStartYear> ?x };select ?a where { ?a <http://dbpedia.org/ontology/activeYearsStartYear> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the address of <A>;select ?x where { <A> <http://dbpedia.org/ontology/address> ?x };select ?a where { ?a <http://dbpedia.org/ontology/address> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the affiliation of <A>;select ?x where { <A> <http://dbpedia.org/ontology/affiliation> ?x };select ?a where { ?a <http://dbpedia.org/ontology/affiliation> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the age range of <A>;select ?x where { <A> <http://dbpedia.org/ontology/ageRange> ?x };select ?a where { ?a <http://dbpedia.org/ontology/ageRange> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the album of <A>;select ?x where { <A> <http://dbpedia.org/ontology/album> ?x };select ?a where { ?a <http://dbpedia.org/ontology/album> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the alias of <A>;select ?x where { <A> <http://dbpedia.org/ontology/alias> ?x };select ?a where { ?a <http://dbpedia.org/ontology/alias> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;who is the alongside of <A>;select ?x where { <A> <http://dbpedia.org/ontology/alongside> ?x };select ?a where { ?a <http://dbpedia.org/ontology/alongside> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the alternative name of <A>;select ?x where { <A> <http://dbpedia.org/ontology/alternativeName> ?x };select ?a where { ?a <http://dbpedia.org/ontology/alternativeName> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the anthem of <A>;select ?x where { <A> <http://dbpedia.org/ontology/anthem> ?x };select ?a where { ?a <http://dbpedia.org/ontology/anthem> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;who is the appointer of <A>;select ?x where { <A> <http://dbpedia.org/ontology/appointer> ?x };select ?a where { ?a <http://dbpedia.org/ontology/appointer> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the area of <A>;select ?x where { <A> <http://dbpedia.org/ontology/area> ?x };select ?a where { ?a <http://dbpedia.org/ontology/area> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the area code of <A>;select ?x where { <A> <http://dbpedia.org/ontology/areaCode> ?x };select ?a where { ?a <http://dbpedia.org/ontology/areaCode> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the area land of <A>;select ?x where { <A> <http://dbpedia.org/ontology/areaLand> ?x };select ?a where { ?a <http://dbpedia.org/ontology/areaLand> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the area metro of <A>;select ?x where { <A> <http://dbpedia.org/ontology/areaMetro> ?x };select ?a where { ?a <http://dbpedia.org/ontology/areaMetro> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the area total of <A>;select ?x where { <A> <http://dbpedia.org/ontology/areaTotal> ?x };select ?a where { ?a <http://dbpedia.org/ontology/areaTotal> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the area water of <A>;select ?x where { <A> <http://dbpedia.org/ontology/areaWater> ?x };select ?a where { ?a <http://dbpedia.org/ontology/areaWater> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;who is the associate of <A>;select ?x where { <A> <http://dbpedia.org/ontology/associate> ?x };select ?a where { ?a <http://dbpedia.org/ontology/associate> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the associated band of <A>;select ?x where { <A> <http://dbpedia.org/ontology/associatedBand> ?x };select ?a where { ?a <http://dbpedia.org/ontology/associatedBand> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the associated musical artist of <A>;select ?x where { <A> <http://dbpedia.org/ontology/associatedMusicalArtist> ?x };select ?a where { ?a <http://dbpedia.org/ontology/associatedMusicalArtist> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the atc code of <A>;select ?x where { <A> <http://dbpedia.org/ontology/atcCode> ?x };select ?a where { ?a <http://dbpedia.org/ontology/atcCode> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the authority of <A>;select ?x where { <A> <http://dbpedia.org/ontology/authority> ?x };select ?a where { ?a <http://dbpedia.org/ontology/authority> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the average depth of <A>;select ?x where { <A> <http://dbpedia.org/ontology/averageDepth> ?x };select ?a where { ?a <http://dbpedia.org/ontology/averageDepth> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the average speed of <A>;select ?x where { <A> <http://dbpedia.org/ontology/averageSpeed> ?x };select ?a where { ?a <http://dbpedia.org/ontology/averageSpeed> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the award of <A>;select ?x where { <A> <http://dbpedia.org/ontology/award> ?x };select ?a where { ?a <http://dbpedia.org/ontology/award> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the background of <A>;select ?x where { <A> <http://dbpedia.org/ontology/background> ?x };select ?a where { ?a <http://dbpedia.org/ontology/background> [] . ?a a <http://dbpedia.org/ontology/Place> }
