dbo:Place;;;what is the abbreviation of <A>;select ?x where { <A> <http://dbpedia.org/ontology/abbreviation> ?x };select ?a where { ?a <http://dbpedia.org/ontology/abbreviation> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the has abstract of <A>;select ?x where { <A> <http://dbpedia.org/ontology/abstract> ?x };select ?a where { ?a <http://dbpedia.org/ontology/abstract> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;when is the end of active years of <A>;select ?x where { <A> <http://dbpedia.org/ontology/activeYearsEndDate> ?x };select ?a where { ?a <http://dbpedia.org/ontology/activeYearsEndDate> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the end year of active years of <A>;select ?x where { <A> <http://dbpedia.org/ontology/activeYearsEndYear> ?x };select ?a where { ?a <http://dbpedia.org/ontology/activeYearsEndYear> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;when is the start of active years of <A>;select ?x where { <A> <http://dbpedia.org/ontology/activeYearsStartDate> ?x };select ?a where { ?a <http://dbpedia.org/ontology/activeYearsStartDate> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;when is the start year of active years of <A>;select ?x where { <A> <http://dbpedia.org/ontology/activeYearsStartYear> ?x };select ?a where { ?a <http://dbpedia.org/ontology/activeYearsStartYear> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the address of <A>;select ?x where { <A> <http://dbpedia.org/ontology/address> ?x };select ?a where { ?a <http://dbpedia.org/ontology/address> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the affiliation of <A>;select ?x where { <A> <http://dbpedia.org/ontology/affiliation> ?x };select ?a where { ?a <http://dbpedia.org/ontology/affiliation> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the age range of <A>;select ?x where { <A> <http://dbpedia.org/ontology/ageRange> ?x };select ?a where { ?a <http://dbpedia.org/ontology/ageRange> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the album of <A>;select ?x where { <A> <http://dbpedia.org/ontology/album> ?x };select ?a where { ?a <http://dbpedia.org/ontology/album> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the alias of <A>;select ?x where { <A> <http://dbpedia.org/ontology/alias> ?x };select ?a where { ?a <http://dbpedia.org/ontology/alias> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;who is the alongside of <A>;select ?x where { <A> <http://dbpedia.org/ontology/alongside> ?x };select ?a where { ?a <http://dbpedia.org/ontology/alongside> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the alternative name of <A>;select ?x where { <A> <http://dbpedia.org/ontology/alternativeName> ?x };select ?a where { ?a <http://dbpedia.org/ontology/alternativeName> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the anthem of <A>;select ?x where { <A> <http://dbpedia.org/ontology/anthem> ?x };select ?a where { ?a <http://dbpedia.org/ontology/anthem> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;who is the appointer of <A>;select ?x where { <A> <http://dbpedia.org/ontology/appointer> ?x };select ?a where { ?a <http://dbpedia.org/ontology/appointer> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the area of <A>;select ?x where { <A> <http://dbpedia.org/ontology/area> ?x };select ?a where { ?a <http://dbpedia.org/ontology/area> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the area code of <A>;select ?x where { <A> <http://dbpedia.org/ontology/areaCode> ?x };select ?a where { ?a <http://dbpedia.org/ontology/areaCode> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the area land of <A>;select ?x where { <A> <http://dbpedia.org/ontology/areaLand> ?x };select ?a where { ?a <http://dbpedia.org/ontology/areaLand> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the area metro of <A>;select ?x where { <A> <http://dbpedia.org/ontology/areaMetro> ?x };select ?a where { ?a <http://dbpedia.org/ontology/areaMetro> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the area total of <A>;select ?x where { <A> <http://dbpedia.org/ontology/areaTotal> ?x };select ?a where { ?a <http://dbpedia.org/ontology/areaTotal> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the area water of <A>;select ?x where { <A> <http://dbpedia.org/ontology/areaWater> ?x };select ?a where { ?a <http://dbpedia.org/ontology/areaWater> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;who is the associate of <A>;select ?x where { <A> <http://dbpedia.org/ontology/associate> ?x };select ?a where { ?a <http://dbpedia.org/ontology/associate> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the associated band of <A>;select ?x where { <A> <http://dbpedia.org/ontology/associatedBand> ?x };select ?a where { ?a <http://dbpedia.org/ontology/associatedBand> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the associated musical artist of <A>;select ?x where { <A> <http://dbpedia.org/ontology/associatedMusicalArtist> ?x };select ?a where { ?a <http://dbpedia.org/ontology/associatedMusicalArtist> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the atc code of <A>;select ?x where { <A> <http://dbpedia.org/ontology/atcCode> ?x };select ?a where { ?a <http://dbpedia.org/ontology/atcCode> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the authority of <A>;select ?x where { <A> <http://dbpedia.org/ontology/authority> ?x };select ?a where { ?a <http://dbpedia.org/ontology/authority> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the average depth of <A>;select ?x where { <A> <http://dbpedia.org/ontology/averageDepth> ?x };select ?a where { ?a <http://dbpedia.org/ontology/averageDepth> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the average speed of <A>;select ?x where { <A> <http://dbpedia.org/ontology/averageSpeed> ?x };select ?a where { ?a <http://dbpedia.org/ontology/averageSpeed> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the award of <A>;select ?x where { <A> <http://dbpedia.org/ontology/award> ?x };select ?a where { ?a <http://dbpedia.org/ontology/award> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the background of <A>;select ?x where { <A> <http://dbpedia.org/ontology/background> ?x };select ?a where { ?a <http://dbpedia.org/ontology/background> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the battery of <A>;select ?x where { <A> <http://dbpedia.org/ontology/battery> ?x };select ?a where { ?a <http://dbpedia.org/ontology/battery> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the battle of <A>;select ?x where { <A> <http://dbpedia.org/ontology/battle> ?x };select ?a where { ?a <http://dbpedia.org/ontology/battle> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the bibsys id of <A>;select ?x where { <A> <http://dbpedia.org/ontology/bibsysId> ?x };select ?a where { ?a <http://dbpedia.org/ontology/bibsysId> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the bnf id of <A>;select ?x where { <A> <http://dbpedia.org/ontology/bnfId> ?x };select ?a where { ?a <http://dbpedia.org/ontology/bnfId> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the border of <A>;select ?x where { <A> <http://dbpedia.org/ontology/border> ?x };select ?a where { ?a <http://dbpedia.org/ontology/border> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the budget of <A>;select ?x where { <A> <http://dbpedia.org/ontology/budget> ?x };select ?a where { ?a <http://dbpedia.org/ontology/budget> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the builder of <A>;select ?x where { <A> <http://dbpedia.org/ontology/builder> ?x };select ?a where { ?a <http://dbpedia.org/ontology/builder> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the building end date of <A>;select ?x where { <A> <http://dbpedia.org/ontology/buildingEndDate> ?x };select ?a where { ?a <http://dbpedia.org/ontology/buildingEndDate> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the building start date of <A>;select ?x where { <A> <http://dbpedia.org/ontology/buildingStartDate> ?x };select ?a where { ?a <http://dbpedia.org/ontology/buildingStartDate> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the call sign of <A>;select ?x where { <A> <http://dbpedia.org/ontology/callSign> ?x };select ?a where { ?a <http://dbpedia.org/ontology/callSign> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the capacity of <A>;select ?x where { <A> <http://dbpedia.org/ontology/capacity> ?x };select ?a where { ?a <http://dbpedia.org/ontology/capacity> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the cas number of <A>;select ?x where { <A> <http://dbpedia.org/ontology/casNumber> ?x };select ?a where { ?a <http://dbpedia.org/ontology/casNumber> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the category of <A>;select ?x where { <A> <http://dbpedia.org/ontology/category> ?x };select ?a where { ?a <http://dbpedia.org/ontology/category> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the chain of <A>;select ?x where { <A> <http://dbpedia.org/ontology/chain> ?x };select ?a where { ?a <http://dbpedia.org/ontology/chain> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;who is the chairman of <A>;select ?x where { <A> <http://dbpedia.org/ontology/chairman> ?x };select ?a where { ?a <http://dbpedia.org/ontology/chairman> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;who is the chancellor of <A>;select ?x where { <A> <http://dbpedia.org/ontology/chancellor> ?x };select ?a where { ?a <http://dbpedia.org/ontology/chancellor> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the channel of <A>;select ?x where { <A> <http://dbpedia.org/ontology/channel> ?x };select ?a where { ?a <http://dbpedia.org/ontology/channel> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the city of <A>;select ?x where { <A> <http://dbpedia.org/ontology/city> ?x };select ?a where { ?a <http://dbpedia.org/ontology/city> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the class of <A>;select ?x where { <A> <http://dbpedia.org/ontology/class> ?x };select ?a where { ?a <http://dbpedia.org/ontology/class> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the classification of <A>;select ?x where { <A> <http://dbpedia.org/ontology/classification> ?x };select ?a where { ?a <http://dbpedia.org/ontology/classification> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the closing date of <A>;select ?x where { <A> <http://dbpedia.org/ontology/closingDate> ?x };select ?a where { ?a <http://dbpedia.org/ontology/closingDate> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the closing year of <A>;select ?x where { <A> <http://dbpedia.org/ontology/closingYear> ?x };select ?a where { ?a <http://dbpedia.org/ontology/closingYear> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;who is the coach of <A>;select ?x where { <A> <http://dbpedia.org/ontology/coach> ?x };select ?a where { ?a <http://dbpedia.org/ontology/coach> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the code of <A>;select ?x where { <A> <http://dbpedia.org/ontology/code> ?x };select ?a where { ?a <http://dbpedia.org/ontology/code> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the colour of <A>;select ?x where { <A> <http://dbpedia.org/ontology/colour> ?x };select ?a where { ?a <http://dbpedia.org/ontology/colour> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the colour hex code of <A>;select ?x where { <A> <http://dbpedia.org/ontology/colourHexCode> ?x };select ?a where { ?a <http://dbpedia.org/ontology/colourHexCode> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the colour name of <A>;select ?x where { <A> <http://dbpedia.org/ontology/colourName> ?x };select ?a where { ?a <http://dbpedia.org/ontology/colourName> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;who is the commander of <A>;select ?x where { <A> <http://dbpedia.org/ontology/commander> ?x };select ?a where { ?a <http://dbpedia.org/ontology/commander> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the committee of <A>;select ?x where { <A> <http://dbpedia.org/ontology/committee> ?x };select ?a where { ?a <http://dbpedia.org/ontology/committee> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the common name of <A>;select ?x where { <A> <http://dbpedia.org/ontology/commonName> ?x };select ?a where { ?a <http://dbpedia.org/ontology/commonName> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the company of <A>;select ?x where { <A> <http://dbpedia.org/ontology/company> ?x };select ?a where { ?a <http://dbpedia.org/ontology/company> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the connotation of <A>;select ?x where { <A> <http://dbpedia.org/ontology/connotation> ?x };select ?a where { ?a <http://dbpedia.org/ontology/connotation> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the constituency district of <A>;select ?x where { <A> <http://dbpedia.org/ontology/constituencyDistrict> ?x };select ?a where { ?a <http://dbpedia.org/ontology/constituencyDistrict> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the cospar id of <A>;select ?x where { <A> <http://dbpedia.org/ontology/cosparId> ?x };select ?a where { ?a <http://dbpedia.org/ontology/cosparId> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the cost of <A>;select ?x where { <A> <http://dbpedia.org/ontology/cost> ?x };select ?a where { ?a <http://dbpedia.org/ontology/cost> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the country of <A>;select ?x where { <A> <http://dbpedia.org/ontology/country> ?x };select ?a where { ?a <http://dbpedia.org/ontology/country> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the country code of <A>;select ?x where { <A> <http://dbpedia.org/ontology/countryCode> ?x };select ?a where { ?a <http://dbpedia.org/ontology/countryCode> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the county of <A>;select ?x where { <A> <http://dbpedia.org/ontology/county> ?x };select ?a where { ?a <http://dbpedia.org/ontology/county> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the cpu of <A>;select ?x where { <A> <http://dbpedia.org/ontology/cpu> ?x };select ?a where { ?a <http://dbpedia.org/ontology/cpu> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the creator of <A>;select ?x where { <A> <http://dbpedia.org/ontology/creator> ?x };select ?a where { ?a <http://dbpedia.org/ontology/creator> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the cuisine of <A>;select ?x where { <A> <http://dbpedia.org/ontology/cuisine> ?x };select ?a where { ?a <http://dbpedia.org/ontology/cuisine> [] . ?a a <http://dbpedia.org/ontology/Place> }
